filename,expected value,predicted value,true-pos conf
dataset/benchmark_n/n_27.png,0,0,0.0029090873233216493
dataset/benchmark_n/n_21.png,0,0,1.9976682373716346e-05
dataset/benchmark_n/n_8.png,0,0,0.0023319274620355115
dataset/benchmark_n/n_46.png,0,1,0.7981444139905266
dataset/benchmark_n/n_11.png,0,0,0.4626919923627563
dataset/benchmark_n/n_39.png,0,1,0.8359557587114798
dataset/benchmark_n/n_7.png,0,0,0.05915596712747186
dataset/benchmark_n/n_19.png,0,0,0.0015808452530221592
dataset/benchmark_n/n_14.png,0,0,0.4410733964581803
dataset/benchmark_n/n_24.png,0,0,0.06832433308141232
dataset/benchmark_n/n_5.png,0,0,0.02564116704045965
dataset/benchmark_n/n_34.png,0,0,0.6153370373186763
dataset/benchmark_n/n_48.png,0,0,0.5753166043735986
dataset/benchmark_n/n_28.png,0,0,0.6883117097507254
dataset/benchmark_n/n_2.png,0,0,0.0010814700255977424
dataset/benchmark_n/n_0.png,0,0,0.0002903799589918345
dataset/benchmark_n/n_37.png,0,1,0.7033385868740757
dataset/benchmark_n/n_1.png,0,0,0.0042920377243359795
dataset/benchmark_n/n_50.png,0,0,0.4896619558603067
dataset/benchmark_n/n_12.png,0,0,0.45785504999669424
dataset/benchmark_n/n_18.png,0,0,1.0000000994736041e-07
dataset/benchmark_n/n_4.png,0,0,0.0005434814810374365
dataset/benchmark_n/n_47.png,0,0,0.5874805890612914
score,0.7941176470588235
